## Wed Oct 13 12:46:17 2021
## emapper-2.1.6
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_0a_nlxc0 --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_0a_nlxc0 --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_0a_nlxc0/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
lcl|LT708304.1_prot_SIU00390.1_1803	419947.MRA_1768D	0.0	1735.0	COG2409@1|root,COG2409@2|Bacteria,2GIRQ@201174|Actinobacteria,236S9@1762|Mycobacteriaceae	201174|Actinobacteria	S	MMPL family	mmpL10	-	-	ko:K06994	-	-	-	-	ko00000	-	-	-	MMPL
lcl|LT708304.1_prot_SIU00391.1_1804	419947.MRA_1771	1.65e-116	336.0	2A1QU@1|root,30PZC@2|Bacteria,2IB50@201174|Actinobacteria,23EZS@1762|Mycobacteriaceae	201174|Actinobacteria	M	Cutinase	cut1	-	-	-	-	-	-	-	-	-	-	-	Cutinase
lcl|LT708304.1_prot_SIU00392.1_1805	83332.Rv1759c	1.58e-69	254.0	COG3391@1|root,COG3391@2|Bacteria,2IMR8@201174|Actinobacteria	201174|Actinobacteria	S	PE family	-	GO:0005575,GO:0005576	-	-	-	-	-	-	-	-	-	-	PE
lcl|LT708304.1_prot_SIU00393.1_1806	419947.MRA_1772	3.07e-31	114.0	COG0657@1|root,COG0657@2|Bacteria	2|Bacteria	I	acetylesterase activity	-	-	3.1.1.3	ko:K01046	ko00561,ko01100,map00561,map01100	M00098	R02250,R02687	RC00020,RC00037,RC00041,RC00094	ko00000,ko00001,ko00002,ko01000	-	-	-	Abhydrolase_3,PE
lcl|LT708304.1_prot_SIU00394.1_1807	419947.MRA_1774	0.0	900.0	COG1020@1|root,COG1020@2|Bacteria,2GKGU@201174|Actinobacteria,23579@1762|Mycobacteriaceae	201174|Actinobacteria	I	Belongs to the long-chain O-acyltransferase family	-	GO:0000302,GO:0001666,GO:0003674,GO:0003824,GO:0004144,GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0006629,GO:0006638,GO:0006639,GO:0006641,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0008374,GO:0008610,GO:0009058,GO:0009628,GO:0009987,GO:0010035,GO:0016020,GO:0016411,GO:0016740,GO:0016746,GO:0016747,GO:0019432,GO:0030312,GO:0036293,GO:0040007,GO:0042221,GO:0042493,GO:0044110,GO:0044116,GO:0044117,GO:0044119,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044403,GO:0044419,GO:0044464,GO:0045017,GO:0046460,GO:0046463,GO:0046486,GO:0047196,GO:0050896,GO:0051704,GO:0070482,GO:0071704,GO:0071731,GO:0071944,GO:0097366,GO:1901576,GO:1901698,GO:1901700	2.3.1.20	ko:K00635	ko00561,ko01100,map00561,map01100	M00089	R02251	RC00004,RC00041	ko00000,ko00001,ko00002,ko01000	-	-	-	DUF1298,WES_acyltransf
lcl|LT708304.1_prot_SIU00395.1_1808	419947.MRA_1775	2.06e-85	251.0	2B28X@1|root,31USN@2|Bacteria,2INQV@201174|Actinobacteria,23AF8@1762|Mycobacteriaceae	201174|Actinobacteria	S	Domain of unknown function (DUF5073)	-	-	-	-	-	-	-	-	-	-	-	-	DUF5073
lcl|LT708304.1_prot_SIU00396.1_1809	419947.MRA_1776	1.34e-188	523.0	COG0393@1|root,COG0393@2|Bacteria,2I9NA@201174|Actinobacteria,2373U@1762|Mycobacteriaceae	201174|Actinobacteria	S	Belongs to the UPF0145 family	-	-	-	-	-	-	-	-	-	-	-	-	YbjQ_1
lcl|LT708304.1_prot_SIU00397.1_1810	419947.MRA_2031	6.81e-313	851.0	COG1403@1|root,COG1403@2|Bacteria,2HAHI@201174|Actinobacteria,234RM@1762|Mycobacteriaceae	201174|Actinobacteria	V	PFAM HNH endonuclease	-	-	-	-	-	-	-	-	-	-	-	-	DUF222,HNH
lcl|LT708304.1_prot_SIU00398.1_1811	419947.MRA_1781	7.81e-46	147.0	COG2801@1|root,COG2801@2|Bacteria,2H7AX@201174|Actinobacteria,23E4E@1762|Mycobacteriaceae	201174|Actinobacteria	L	Integrase core domain	-	-	-	-	-	-	-	-	-	-	-	-	rve
lcl|LT708304.1_prot_SIU00399.1_1812	419947.MRA_1782	2.21e-51	162.0	COG1937@1|root,COG1937@2|Bacteria,2IQ7U@201174|Actinobacteria,23AVI@1762|Mycobacteriaceae	201174|Actinobacteria	S	Metal-sensitive transcriptional repressor	csoR	-	-	-	-	-	-	-	-	-	-	-	Trns_repr_metal
lcl|LT708304.1_prot_SIU00400.1_1813	419947.MRA_1783	8.01e-77	229.0	COG0599@1|root,COG0599@2|Bacteria,2IRPW@201174|Actinobacteria,239WZ@1762|Mycobacteriaceae	201174|Actinobacteria	O	Antioxidant protein with alkyl hydroperoxidase activity. Required for the reduction of the AhpC active site cysteine residues and for the regeneration of the AhpC enzyme activity	-	-	-	-	-	-	-	-	-	-	-	-	CMD
lcl|LT708304.1_prot_SIU00401.1_1814	419947.MRA_1784	5.45e-106	340.0	COG3391@1|root,COG3391@2|Bacteria,2I50E@201174|Actinobacteria,23F8Y@1762|Mycobacteriaceae	201174|Actinobacteria	S	PE family	-	-	-	-	-	-	-	-	-	-	-	-	PE
lcl|LT708304.1_prot_SIU00402.1_1815	419947.MRA_1785	3.87e-301	821.0	COG3616@1|root,COG3616@2|Bacteria,2GJMB@201174|Actinobacteria,234V5@1762|Mycobacteriaceae	201174|Actinobacteria	E	Alanine racemase, N-terminal domain	-	-	-	-	-	-	-	-	-	-	-	-	Ala_racemase_N
lcl|LT708304.1_prot_SIU00403.1_1816	419947.MRA_1786	9.26e-307	836.0	COG2234@1|root,COG2234@2|Bacteria,2I9S8@201174|Actinobacteria,237JC@1762|Mycobacteriaceae	201174|Actinobacteria	S	Peptidase family M28	-	-	-	-	-	-	-	-	-	-	-	-	Peptidase_M28
lcl|LT708304.1_prot_SIU00404.1_1817	419947.MRA_1787	3.79e-315	857.0	COG0277@1|root,COG0277@2|Bacteria,2GJ33@201174|Actinobacteria,2379P@1762|Mycobacteriaceae	201174|Actinobacteria	C	D-arabinono-1,4-lactone oxidase	-	GO:0003674,GO:0003824,GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0005975,GO:0005996,GO:0006082,GO:0006732,GO:0006766,GO:0006767,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009110,GO:0009987,GO:0016020,GO:0016051,GO:0016053,GO:0016491,GO:0016627,GO:0016632,GO:0019752,GO:0019852,GO:0019853,GO:0030312,GO:0042364,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044464,GO:0046364,GO:0046394,GO:0051186,GO:0051188,GO:0055114,GO:0071704,GO:0071944,GO:0080049,GO:1901576	1.1.3.8	ko:K00103	ko00053,ko01100,map00053,map01100	M00129	R00647,R03184,R10053	RC00195,RC00346,RC00869	ko00000,ko00001,ko00002,ko01000	-	-	-	ALO,FAD_binding_4
lcl|LT708304.1_prot_SIU00405.1_1818	419947.MRA_1788	8.28e-67	202.0	29RFB@1|root,30CHY@2|Bacteria,2GPGN@201174|Actinobacteria,23AUV@1762|Mycobacteriaceae	201174|Actinobacteria	S	ANTAR	-	-	-	-	-	-	-	-	-	-	-	-	ANTAR
lcl|LT708304.1_prot_SIU00406.1_1819	419947.MRA_1789	7.07e-168	470.0	COG1414@1|root,COG1414@2|Bacteria,2GJUA@201174|Actinobacteria,234PW@1762|Mycobacteriaceae	201174|Actinobacteria	K	Transcriptional regulator	-	-	-	-	-	-	-	-	-	-	-	-	HTH_IclR,IclR
lcl|LT708304.1_prot_SIU00407.1_1820	419947.MRA_1790	0.0	919.0	COG0277@1|root,COG0277@2|Bacteria,2GMAQ@201174|Actinobacteria,234VM@1762|Mycobacteriaceae	201174|Actinobacteria	C	FAD binding domain	-	-	-	-	-	-	-	-	-	-	-	-	FAD_binding_4
lcl|LT708304.1_prot_SIU00408.1_1821	419947.MRA_1791	4.92e-205	566.0	2DBDZ@1|root,2Z8Q4@2|Bacteria,2GP7K@201174|Actinobacteria,23774@1762|Mycobacteriaceae	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
lcl|LT708304.1_prot_SIU00409.1_1822	419947.MRA_1792	5.39e-130	369.0	COG1309@1|root,COG1309@2|Bacteria,2IFC4@201174|Actinobacteria,239CF@1762|Mycobacteriaceae	201174|Actinobacteria	K	Transcriptional regulator	-	-	-	-	-	-	-	-	-	-	-	-	TetR_N
lcl|LT708304.1_prot_SIU00410.1_1823	419947.MRA_1793	1.05e-315	859.0	COG2124@1|root,COG2124@2|Bacteria,2HZR8@201174|Actinobacteria,232NY@1762|Mycobacteriaceae	201174|Actinobacteria	Q	cytochrome p450	cyp144A4	GO:0005575,GO:0005618,GO:0005623,GO:0030312,GO:0044464,GO:0071944	-	ko:K21200	-	-	-	-	ko00000,ko00199	-	-	-	p450
lcl|LT708304.1_prot_SIU00411.1_1824	419947.MRA_1794	2.85e-107	308.0	2E3FZ@1|root,32YET@2|Bacteria,2IGAC@201174|Actinobacteria,238SQ@1762|Mycobacteriaceae	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
lcl|LT708304.1_prot_SIU00412.1_1825	419947.MRA_1795	0.0	1008.0	2ANPG@1|root,31DP1@2|Bacteria,2ICB4@201174|Actinobacteria,233KZ@1762|Mycobacteriaceae	201174|Actinobacteria	S	Domain of unknown function (DUF4407)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4407
lcl|LT708304.1_prot_SIU00413.1_1826	419947.MRA_1795A	1.8e-124	355.0	2ESGC@1|root,33K12@2|Bacteria,2I8M9@201174|Actinobacteria,23561@1762|Mycobacteriaceae	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
lcl|LT708304.1_prot_SIU00414.1_1827	419947.MRA_1796	0.0	1473.0	COG1640@1|root,COG1640@2|Bacteria,2GM5Z@201174|Actinobacteria,232KW@1762|Mycobacteriaceae	201174|Actinobacteria	G	4-alpha-glucanotransferase	malQ	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0044424,GO:0044444,GO:0044464	2.4.1.25	ko:K00705	ko00500,ko01100,map00500,map01100	-	R05196	RC00049	ko00000,ko00001,ko01000	-	GH77	-	Glyco_hydro_77
lcl|LT708304.1_prot_SIU00415.1_1828	419947.MRA_1797	0.0	994.0	COG3266@1|root,COG3266@2|Bacteria,2GP1Z@201174|Actinobacteria,23351@1762|Mycobacteriaceae	201174|Actinobacteria	S	secretion protein EccB	eccB	GO:0005575,GO:0005576,GO:0005618,GO:0005623,GO:0005886,GO:0016020,GO:0030312,GO:0044464,GO:0071944	-	-	-	-	-	-	-	-	-	-	T7SS_ESX1_EccB
lcl|LT708304.1_prot_SIU00416.1_1829	419947.MRA_1798	0.0	2783.0	COG1674@1|root,COG1674@2|Bacteria,2GJBR@201174|Actinobacteria,234CG@1762|Mycobacteriaceae	201174|Actinobacteria	D	Secretion protein	eccCa	GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0016020,GO:0030312,GO:0044464,GO:0071944	-	ko:K03466	-	-	-	-	ko00000,ko03036	3.A.12	-	-	FtsK_SpoIIIE
lcl|LT708304.1_prot_SIU00417.1_1830	419947.MRA_1799	2.02e-290	792.0	COG2124@1|root,COG2124@2|Bacteria,2HSPE@201174|Actinobacteria,232YX@1762|Mycobacteriaceae	201174|Actinobacteria	C	cytochrome P-450	cyp143	-	-	-	-	-	-	-	-	-	-	-	p450
lcl|LT708304.1_prot_SIU00418.1_1831	419947.MRA_1800	1.63e-43	141.0	COG1141@1|root,COG1141@2|Bacteria,2GT91@201174|Actinobacteria,23B90@1762|Mycobacteriaceae	201174|Actinobacteria	C	4Fe-4S single cluster domain of Ferredoxin I	-	-	-	-	-	-	-	-	-	-	-	-	Fer4_15
lcl|LT708304.1_prot_SIU00419.1_1832	83332.Rv1787	5.05e-240	662.0	COG5651@1|root,COG5651@2|Bacteria,2ICPF@201174|Actinobacteria,2363X@1762|Mycobacteriaceae	201174|Actinobacteria	N	Polymorphic PE/PPE proteins C terminal	-	-	-	-	-	-	-	-	-	-	-	-	PE_PPE_C,PPE
lcl|LT708304.1_prot_SIU00420.1_1833	419947.MRA_1802	4.72e-53	167.0	COG0657@1|root,COG0657@2|Bacteria,2IMT0@201174|Actinobacteria,23A6Y@1762|Mycobacteriaceae	201174|Actinobacteria	I	PE family	-	-	-	-	-	-	-	-	-	-	-	-	PE
lcl|LT708304.1_prot_SIU00421.1_1834	419947.MRA_1803	1.74e-243	673.0	COG5651@1|root,COG5651@2|Bacteria,2IA22@201174|Actinobacteria,234EP@1762|Mycobacteriaceae	201174|Actinobacteria	N	Polymorphic PE/PPE proteins C terminal	-	-	-	-	-	-	-	-	-	-	-	-	PE_PPE_C,PPE
lcl|LT708304.1_prot_SIU00422.1_1835	419947.MRA_1804	9.3e-231	637.0	COG5651@1|root,COG5651@2|Bacteria,2ICPF@201174|Actinobacteria,2363X@1762|Mycobacteriaceae	201174|Actinobacteria	N	Polymorphic PE/PPE proteins C terminal	-	-	-	-	-	-	-	-	-	-	-	-	PE_PPE_C,PPE
lcl|LT708304.1_prot_SIU00423.1_1836	419947.MRA_1805	3.88e-52	165.0	COG0657@1|root,COG0657@2|Bacteria,2IMT0@201174|Actinobacteria,23A6Y@1762|Mycobacteriaceae	201174|Actinobacteria	I	PE family	-	-	-	-	-	-	-	-	-	-	-	-	PE
lcl|LT708304.1_prot_SIU00424.1_1837	419947.MRA_1046	1.86e-63	194.0	COG4842@1|root,COG4842@2|Bacteria,2IN50@201174|Actinobacteria,23A2Y@1762|Mycobacteriaceae	201174|Actinobacteria	S	Belongs to the WXG100 family	esxP	GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0016020,GO:0030312,GO:0044464,GO:0071944	-	-	-	-	-	-	-	-	-	-	WXG100
lcl|LT708304.1_prot_SIU00425.1_1838	419947.MRA_1806	1.56e-60	186.0	2BPBT@1|root,32I3T@2|Bacteria,2IKMV@201174|Actinobacteria,23A7M@1762|Mycobacteriaceae	201174|Actinobacteria	S	Belongs to the WXG100 family	esxN	GO:0005575,GO:0005576,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	-	-	-	-	-	-	-	-	-	-	WXG100
lcl|LT708304.1_prot_SIU00426.1_1839	419947.MRA_1807	9.23e-215	593.0	2ANCJ@1|root,31DB5@2|Bacteria,2IAK2@201174|Actinobacteria,233Z2@1762|Mycobacteriaceae	201174|Actinobacteria	S	EspG family	espG5	GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0016020,GO:0030312,GO:0044464,GO:0071944	-	-	-	-	-	-	-	-	-	-	ESX-1_EspG
lcl|LT708304.1_prot_SIU00427.1_1840	419947.MRA_1808	6.86e-315	863.0	28MNM@1|root,2ZAY5@2|Bacteria,2GNDI@201174|Actinobacteria,232V2@1762|Mycobacteriaceae	201174|Actinobacteria	S	Type VII secretion integral membrane protein EccD	eccD5	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	-	-	-	-	-	-	-	-	-	-	YukD
lcl|LT708304.1_prot_SIU00428.1_1841	419947.MRA_1809	0.0	1051.0	COG1404@1|root,COG1404@2|Bacteria,2GIRE@201174|Actinobacteria,234HB@1762|Mycobacteriaceae	201174|Actinobacteria	O	Peptidase S8	mycP5	GO:0005575,GO:0005576	-	ko:K14743	-	-	-	-	ko00000,ko01000,ko01002,ko03110	-	-	-	Peptidase_S8
lcl|LT708304.1_prot_SIU00429.1_1842	419947.MRA_1810	2.93e-301	820.0	2B6RD@1|root,31ZQB@2|Bacteria,2IDRV@201174|Actinobacteria,2346R@1762|Mycobacteriaceae	201174|Actinobacteria	S	Putative type VII ESX secretion system translocon, EccE	eccE5	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0016020,GO:0044424,GO:0044444,GO:0044464,GO:0071944	-	-	-	-	-	-	-	-	-	-	EccE
lcl|LT708304.1_prot_SIU00430.1_1843	419947.MRA_1811	0.0	1181.0	COG0457@1|root,COG0464@1|root,COG0457@2|Bacteria,COG0464@2|Bacteria,2GJWA@201174|Actinobacteria,233R6@1762|Mycobacteriaceae	201174|Actinobacteria	O	Type VII secretion	eccA5	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	-	-	-	-	-	-	-	-	-	-	AAA,TPR_16
lcl|LT708304.1_prot_SIU00432.1_1845	419947.MRA_1813	0.0	1224.0	COG5651@1|root,COG5651@2|Bacteria,2IC1C@201174|Actinobacteria,232VY@1762|Mycobacteriaceae	201174|Actinobacteria	N	PE-PPE domain	-	-	-	-	-	-	-	-	-	-	-	-	PE-PPE,PPE
lcl|LT708304.1_prot_SIU00433.1_1846	419947.MRA_1814	4.34e-282	773.0	COG5651@1|root,COG5651@2|Bacteria,2I922@201174|Actinobacteria,235YX@1762|Mycobacteriaceae	201174|Actinobacteria	N	Polymorphic PE/PPE proteins C terminal	-	GO:0005575,GO:0005618,GO:0005623,GO:0030312,GO:0044464,GO:0071944	-	-	-	-	-	-	-	-	-	-	PE_PPE_C,PPE
lcl|LT708304.1_prot_SIU00434.1_1847	419947.MRA_1815	2.67e-294	808.0	COG5651@1|root,COG5651@2|Bacteria,2HUJ2@201174|Actinobacteria,232D9@1762|Mycobacteriaceae	201174|Actinobacteria	N	Polymorphic PE/PPE proteins C terminal	-	-	-	-	-	-	-	-	-	-	-	-	PE_PPE_C,PPE
lcl|LT708304.1_prot_SIU00435.1_1848	419947.MRA_1816	3.4e-34	145.0	COG3391@1|root,COG3391@2|Bacteria,2IEKI@201174|Actinobacteria,236F5@1762|Mycobacteriaceae	201174|Actinobacteria	S	PE family	-	-	-	-	-	-	-	-	-	-	-	-	PE
lcl|LT708304.1_prot_SIU00436.1_1849	1265310.CCBD010000082_gene4981	3.89e-21	91.3	COG0657@1|root,COG0657@2|Bacteria,2I9HC@201174|Actinobacteria,2383Y@1762|Mycobacteriaceae	201174|Actinobacteria	I	PE family	-	-	-	-	-	-	-	-	-	-	-	-	PE
lcl|LT708304.1_prot_SIU00437.1_1850	419947.MRA_1817	3.17e-71	214.0	2B16Q@1|root,31TKV@2|Bacteria,2GSMY@201174|Actinobacteria,23BGK@1762|Mycobacteriaceae	201174|Actinobacteria	S	Protein of unknown function (DUF732)	-	-	-	-	-	-	-	-	-	-	-	-	DUF732
lcl|LT708304.1_prot_SIU00439.1_1852	875328.JDM601_1003	5.06e-25	97.1	COG0657@1|root,COG0657@2|Bacteria,2IMT0@201174|Actinobacteria,23A6Y@1762|Mycobacteriaceae	201174|Actinobacteria	I	PE family	-	-	-	-	-	-	-	-	-	-	-	-	PE
lcl|LT708304.1_prot_SIU00440.1_1853	419947.MRA_1819	1.97e-238	661.0	COG5651@1|root,COG5651@2|Bacteria,2IA22@201174|Actinobacteria,234EP@1762|Mycobacteriaceae	201174|Actinobacteria	N	Polymorphic PE/PPE proteins C terminal	-	-	-	-	-	-	-	-	-	-	-	-	PE_PPE_C,PPE
lcl|LT708304.1_prot_SIU00441.1_1854	419947.MRA_1820	2.57e-260	717.0	COG5651@1|root,COG5651@2|Bacteria,2I9JM@201174|Actinobacteria,23750@1762|Mycobacteriaceae	201174|Actinobacteria	N	Polymorphic PE/PPE proteins C terminal	-	-	-	-	-	-	-	-	-	-	-	-	PE_PPE_C,PPE
lcl|LT708304.1_prot_SIU00442.1_1855	419947.MRA_1821	4.38e-113	337.0	COG5651@1|root,COG5651@2|Bacteria,2HUJ2@201174|Actinobacteria,232D9@1762|Mycobacteriaceae	201174|Actinobacteria	N	Polymorphic PE/PPE proteins C terminal	-	-	-	-	-	-	-	-	-	-	-	-	PE_PPE_C,PPE
lcl|LT708304.1_prot_1856	419947.MRA_1821	5.52e-177	503.0	COG5651@1|root,COG5651@2|Bacteria,2HUJ2@201174|Actinobacteria,232D9@1762|Mycobacteriaceae	201174|Actinobacteria	N	Polymorphic PE/PPE proteins C terminal	-	-	-	-	-	-	-	-	-	-	-	-	PE_PPE_C,PPE
lcl|LT708304.1_prot_SIU00444.1_1857	419947.MRA_1822	2.22e-78	233.0	2B16Q@1|root,31TKV@2|Bacteria,2GSMY@201174|Actinobacteria,23BGK@1762|Mycobacteriaceae	201174|Actinobacteria	S	Protein of unknown function (DUF732)	-	-	-	-	-	-	-	-	-	-	-	-	DUF732
lcl|LT708304.1_prot_SIU00445.1_1858	419947.MRA_1823	6.35e-164	459.0	COG1285@1|root,COG1285@2|Bacteria,2GJF0@201174|Actinobacteria,234H9@1762|Mycobacteriaceae	201174|Actinobacteria	S	thought to be involved in Mg2 transport (import) may act as an accessory protein for MgtB so mediating magnesium influx into the cytosol catalytic activity ATP H(2)O mg(2 )(out) ADP phosphate mg(2 )(in)	mgtC	-	-	ko:K07507	-	-	-	-	ko00000,ko02000	9.B.20	-	-	MgtC
lcl|LT708304.1_prot_SIU00446.1_1859	419947.MRA_1824	5.32e-285	779.0	COG1252@1|root,COG1252@2|Bacteria,2GKC0@201174|Actinobacteria,236R6@1762|Mycobacteriaceae	201174|Actinobacteria	C	NADH dehydrogenase	-	GO:0005575,GO:0005576,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	1.6.99.3	ko:K03885	ko00190,map00190	-	-	-	ko00000,ko00001,ko01000	-	-	-	Pyr_redox_2
lcl|LT708304.1_prot_SIU00447.1_1860	419947.MRA_1825	1.28e-98	286.0	2DE1B@1|root,2ZK3D@2|Bacteria,2GQ97@201174|Actinobacteria,23ATR@1762|Mycobacteriaceae	201174|Actinobacteria	S	Domain of unknown function (DUF4189)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4189
lcl|LT708304.1_prot_SIU00448.1_1861	419947.MRA_1826	1.5e-229	630.0	COG3000@1|root,COG3000@2|Bacteria,2GMF0@201174|Actinobacteria,2340C@1762|Mycobacteriaceae	201174|Actinobacteria	I	sterol desaturase	erg3	GO:0003674,GO:0003824,GO:0004497,GO:0006629,GO:0006643,GO:0008150,GO:0008152,GO:0009987,GO:0016491,GO:0016705,GO:0016714,GO:0044237,GO:0044238,GO:0044255,GO:0050479,GO:0055114,GO:0071704	-	-	-	-	-	-	-	-	-	-	FA_hydroxylase
lcl|LT708304.1_prot_SIU00449.1_1862	419947.MRA_1827	1.06e-160	449.0	29WEC@1|root,30I04@2|Bacteria,2I8VH@201174|Actinobacteria,236P9@1762|Mycobacteriaceae	201174|Actinobacteria	-	-	-	GO:0005575,GO:0005576,GO:0005618,GO:0005623,GO:0030312,GO:0044464,GO:0071944	-	-	-	-	-	-	-	-	-	-	-
lcl|LT708304.1_prot_SIU00450.1_1863	419947.MRA_1828	2.69e-165	462.0	COG1309@1|root,COG1309@2|Bacteria,2GMCG@201174|Actinobacteria,235CI@1762|Mycobacteriaceae	201174|Actinobacteria	K	tetR family	-	GO:0003674,GO:0003700,GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:0140110,GO:1903506,GO:2000112,GO:2001141	-	-	-	-	-	-	-	-	-	-	TetR_N
lcl|LT708304.1_prot_SIU00452.1_1865	419947.MRA_1829	0.0	900.0	COG1053@1|root,COG1053@2|Bacteria,2GKS3@201174|Actinobacteria,233SE@1762|Mycobacteriaceae	201174|Actinobacteria	C	Succinate dehydrogenase fumarate reductase flavoprotein subunit	-	-	-	-	-	-	-	-	-	-	-	-	FAD_binding_2
lcl|LT708304.1_prot_SIU00453.1_1866	419947.MRA_1830	1.75e-65	227.0	COG0657@1|root,COG0657@2|Bacteria,2I6YE@201174|Actinobacteria,23423@1762|Mycobacteriaceae	201174|Actinobacteria	I	PE-PGRS family	-	GO:0003674,GO:0005488,GO:0005575,GO:0005618,GO:0005623,GO:0006950,GO:0008150,GO:0009405,GO:0009605,GO:0009607,GO:0009628,GO:0009987,GO:0009991,GO:0022610,GO:0030312,GO:0031667,GO:0035821,GO:0042594,GO:0043207,GO:0044003,GO:0044403,GO:0044406,GO:0044419,GO:0044464,GO:0044650,GO:0044764,GO:0046789,GO:0046812,GO:0050896,GO:0051701,GO:0051704,GO:0051707,GO:0051817,GO:0052031,GO:0052167,GO:0052173,GO:0052200,GO:0052255,GO:0052306,GO:0052552,GO:0052553,GO:0052564,GO:0052572,GO:0070482,GO:0071944,GO:0075136	-	-	-	-	-	-	-	-	-	-	PE
lcl|LT708304.1_prot_SIU00454.1_1867	419947.MRA_1831	0.0	1237.0	COG4178@1|root,COG4178@2|Bacteria,2IAEM@201174|Actinobacteria,232RW@1762|Mycobacteriaceae	201174|Actinobacteria	S	ABC transporter	bacA	GO:0005575,GO:0005576,GO:0005623,GO:0005886,GO:0005887,GO:0008150,GO:0009605,GO:0009607,GO:0016020,GO:0016021,GO:0031224,GO:0031226,GO:0043207,GO:0044403,GO:0044419,GO:0044425,GO:0044459,GO:0044464,GO:0050896,GO:0051701,GO:0051704,GO:0051707,GO:0052173,GO:0052200,GO:0052564,GO:0052572,GO:0071944,GO:0075136	-	ko:K02471	ko02010,map02010	-	-	-	ko00000,ko00001,ko02000	3.A.1.203.11,3.A.1.203.4	-	-	ABC_membrane_2,ABC_tran
lcl|LT708304.1_prot_SIU00455.1_1868	419947.MRA_1832	0.0	1078.0	COG0028@1|root,COG0028@2|Bacteria,2GM6Y@201174|Actinobacteria,232TN@1762|Mycobacteriaceae	201174|Actinobacteria	EH	Belongs to the TPP enzyme family	ilvG	GO:0000287,GO:0003674,GO:0003824,GO:0003984,GO:0005488,GO:0006082,GO:0006520,GO:0006549,GO:0006573,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009081,GO:0009082,GO:0009097,GO:0009099,GO:0009987,GO:0016053,GO:0016740,GO:0016744,GO:0019752,GO:0019842,GO:0030976,GO:0036094,GO:0043167,GO:0043168,GO:0043169,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0046394,GO:0046872,GO:0048037,GO:0050662,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607,GO:1901681	2.2.1.6	ko:K01652	ko00290,ko00650,ko00660,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00290,map00650,map00660,map00770,map01100,map01110,map01130,map01210,map01230	M00019,M00570	R00006,R00014,R00226,R03050,R04672,R04673,R08648	RC00027,RC00106,RC01192,RC02744,RC02893	ko00000,ko00001,ko00002,ko01000	-	-	iNJ661.Rv1820	TPP_enzyme_C,TPP_enzyme_M,TPP_enzyme_N
